sequence_id,char,mouth_target,eye_target,lid_target,emotion,timestamp
1708, ,1,11,1,neutral,1.5
1709,哇,5,4,4,surprise,0.0
1709, ,1,11,1,neutral,0.3
1710,今,5,10,2,positive,0.0
1710,天,3,11,1,positive,0.3
1710,心,3,10,2,positive,0.6
1710,情,4,11,1,positive,0.9
1710,很,4,11,2,positive,1.2
1710,好,4,10,1,positive,1.5
1710,，,5,10,1,positive,1.8
1710,机,5,11,2,positive,2.1
1710,器,3,12,1,positive,2.4
1710,人,3,12,2,positive,2.7
1710,正,4,12,1,positive,3.0
1710,在,3,10,2,positive,3.3
1710,运,5,12,1,positive,3.6
1710,行,5,11,2,positive,3.9
1710, ,1,11,1,neutral,4.2
1711,今,3,13,1,positive,0.0
1711,天,4,12,1,positive,0.3
1711,心,5,10,1,positive,0.6
1711,情,3,10,2,positive,0.9
1711,很,4,12,1,positive,1.2
1711,好,4,12,2,positive,1.5
1711,，,5,10,2,positive,1.8
1711,机,5,13,2,positive,2.1
1711,器,3,11,2,positive,2.4
1711,人,4,10,1,positive,2.7
1711,正,4,11,2,positive,3.0
1711,在,4,10,1,positive,3.3
1711,运,4,10,2,positive,3.6
1711,行,3,12,1,positive,3.9
1711, ,1,11,1,neutral,4.2
1712,准,2,11,1,neutral,0.0
1712,备,1,11,1,neutral,0.3
1712,好,1,11,1,neutral,0.6
1712,了,3,11,1,neutral,0.9
1712,吗,2,11,1,neutral,1.2
1712, ,1,11,1,neutral,1.5
1713,谢,4,10,2,positive,0.0
1713,谢,5,12,1,positive,0.3
1713,大,4,11,1,positive,0.6
1713,家,5,12,2,positive,0.9
1713,的,4,10,2,positive,1.2
1713,支,5,11,1,positive,1.5
1713,持,3,10,1,positive,1.8
1713, ,1,11,1,neutral,2.1
1714,好,3,11,1,neutral,0.0
1714,的,3,11,1,neutral,0.3
1714, ,1,11,1,neutral,0.6
1715,准,3,11,1,neutral,0.0
1715,备,3,10,1,neutral,0.3
1715,好,2,10,1,neutral,0.6
1715,了,3,11,1,neutral,0.9
1715,吗,1,11,1,neutral,1.2
1715, ,1,11,1,neutral,1.5
1716,欢,5,12,1,positive,0.0
1716,迎,4,12,2,positive,0.3
1716,来,3,10,1,positive,0.6
1716,到,3,11,2,positive,0.9
1716,直,3,12,2,positive,1.2
1716,播,3,12,2,positive,1.5
1716,间,3,10,1,positive,1.8
1716, ,1,11,1,neutral,2.1
1717,机,3,11,1,neutral,0.0
1717,器,1,11,1,neutral,0.3
1717,人,1,11,1,neutral,0.6
1717,正,3,11,1,neutral,0.9
1717,在,2,11,1,neutral,1.2
1717,运,2,11,1,neutral,1.5
1717,行,3,11,1,neutral,1.8
1717, ,1,11,1,neutral,2.1
1718,快,5,5,4,surprise,0.0
1718,看,5,3,4,surprise,0.3
1718, ,1,11,1,neutral,0.6
1719,欢,5,11,1,positive,0.0
1719,迎,5,12,2,positive,0.3
1719,来,5,13,1,positive,0.6
1719,到,5,10,2,positive,0.9
1719,直,4,11,1,positive,1.2
1719,播,3,10,2,positive,1.5
1719,间,5,11,1,positive,1.8
1719, ,1,11,1,neutral,2.1
1720,真,5,4,4,surprise,0.0
1720,的,5,4,4,surprise,0.3
1720,吗,4,4,4,surprise,0.6
1720, ,1,11,1,neutral,0.9
1721,机,1,11,1,neutral,0.0
1721,器,1,11,1,neutral,0.3
1721,人,3,11,1,neutral,0.6
1721,正,3,11,1,neutral,0.9
1721,在,2,11,1,neutral,1.2
1721,运,1,11,1,neutral,1.5
1721,行,2,11,1,neutral,1.8
1721, ,1,11,1,neutral,2.1
1722,谢,3,11,2,positive,0.0
1722,谢,4,11,2,positive,0.3
1722,大,3,12,1,positive,0.6
1722,家,3,10,2,positive,0.9
1722,的,5,11,1,positive,1.2
1722,支,4,11,2,positive,1.5
1722,持,4,11,2,positive,1.8
1722,，,4,9,2,positive,2.1
1722,接,4,12,1,positive,2.4
1722,下,4,11,1,positive,2.7
1722,来,4,12,2,positive,3.0
1722,我,4,12,2,positive,3.3
1722,们,5,10,2,positive,3.6
1722,看,5,10,1,positive,3.9
1722, ,1,11,1,neutral,4.2
1723,有,2,19,2,negative,0.0
1723,点,2,20,2,negative,0.3
1723,难,1,19,2,negative,0.6
1723,过,2,19,2,negative,0.9
1723, ,1,11,1,neutral,1.2
1724,谢,5,11,1,positive,0.0
1724,谢,3,13,1,positive,0.3
1724,大,5,11,1,positive,0.6
1724,家,5,9,1,positive,0.9
1724,的,5,11,2,positive,1.2
1724,支,3,11,1,positive,1.5
1724,持,3,11,1,positive,1.8
1724, ,1,11,1,neutral,2.1
1725,请,1,19,2,negative,0.0
1725,不,1,16,3,negative,0.3
1725,要,1,18,3,negative,0.6
1725,这,2,19,2,negative,0.9
1725,样,1,17,2,negative,1.2
1725, ,1,11,1,neutral,1.5
1726,欢,3,12,2,positive,0.0
1726,迎,3,10,2,positive,0.3
1726,来,4,12,1,positive,0.6
1726,到,3,12,2,positive,0.9
1726,直,3,12,2,positive,1.2
1726,播,3,11,1,positive,1.5
1726,间,3,10,1,positive,1.8
1726, ,1,11,1,neutral,2.1
1727,机,2,11,1,neutral,0.0
1727,器,2,11,1,neutral,0.3
1727,人,2,11,1,neutral,0.6
1727,正,1,11,1,neutral,0.9
1727,在,3,11,1,neutral,1.2
1727,运,2,11,1,neutral,1.5
1727,行,1,11,1,neutral,1.8
1727, ,1,11,1,neutral,2.1
1728,哇,5,3,4,surprise,0.0
1728, ,1,11,1,neutral,0.3
1729,接,1,11,1,neutral,0.0
1729,下,1,11,1,neutral,0.3
1729,来,1,11,1,neutral,0.6
1729,我,2,11,1,neutral,0.9
1729,们,3,11,1,neutral,1.2
1729,看,3,10,1,neutral,1.5
1729, ,1,11,1,neutral,1.8
1730,谢,4,11,1,positive,0.0
1730,谢,4,12,2,positive,0.3
1730,大,3,11,2,positive,0.6
1730,家,3,12,2,positive,0.9
1730,的,3,11,1,positive,1.2
1730,支,4,12,2,positive,1.5
1730,持,5,12,1,positive,1.8
1730, ,1,11,1,neutral,2.1
1731,真,4,3,4,surprise,0.0
1731,的,4,1,4,surprise,0.3
1731,吗,5,4,4,surprise,0.6
1731, ,1,11,1,neutral,0.9
1732,你,5,10,2,positive,0.0
1732,好,3,10,1,positive,0.3
1732, ,1,11,1,neutral,0.6
1733,天,4,5,4,surprise,0.0
1733,哪,4,3,4,surprise,0.3
1733, ,1,11,1,neutral,0.6
1734,今,5,11,1,positive,0.0
1734,天,3,11,2,positive,0.3
1734,心,4,10,2,positive,0.6
1734,情,4,11,1,positive,0.9
1734,很,5,12,1,positive,1.2
1734,好,3,11,2,positive,1.5
1734, ,1,11,1,neutral,1.8
1735,真,5,3,4,surprise,0.0
1735,的,4,2,4,surprise,0.3
1735,吗,5,2,4,surprise,0.6
1735,，,5,2,4,surprise,0.9
1735,这,5,1,4,surprise,1.2
1735,是,5,1,4,surprise,1.5
1735,一,5,4,4,surprise,1.8
1735,段,5,3,4,surprise,2.1
1735,测,4,4,4,surprise,2.4
1735,试,4,2,4,surprise,2.7
1735, ,1,11,1,neutral,3.0
1736,欢,3,10,1,positive,0.0
1736,迎,3,10,2,positive,0.3
1736,来,3,11,1,positive,0.6
1736,到,4,10,2,positive,0.9
1736,直,4,12,1,positive,1.2
1736,播,4,12,1,positive,1.5
1736,间,3,11,2,positive,1.8
1736, ,1,11,1,neutral,2.1
1737,今,4,10,1,positive,0.0
1737,天,3,11,2,positive,0.3
1737,心,4,11,1,positive,0.6
1737,情,3,10,1,positive,0.9
1737,很,5,10,2,positive,1.2
1737,好,4,12,1,positive,1.5
1737, ,1,11,1,neutral,1.8
1738,太,3,10,1,positive,0.0
1738,棒,3,12,1,positive,0.3
1738,了,5,12,1,positive,0.6
1738, ,1,11,1,neutral,0.9
1739,机,2,11,1,neutral,0.0
1739,器,3,11,1,neutral,0.3
1739,人,2,11,1,neutral,0.6
1739,正,1,12,1,neutral,0.9
1739,在,2,11,1,neutral,1.2
1739,运,1,11,1,neutral,1.5
1739,行,1,11,1,neutral,1.8
1739,，,1,11,1,neutral,2.1
1739,机,3,11,1,neutral,2.4
1739,器,3,11,1,neutral,2.7
1739,人,3,11,1,neutral,3.0
1739,正,3,11,1,neutral,3.3
1739,在,2,11,1,neutral,3.6
1739,运,1,11,1,neutral,3.9
1739,行,1,11,1,neutral,4.2
1739, ,1,11,1,neutral,4.5
1740,谢,4,11,1,positive,0.0
1740,谢,4,11,1,positive,0.3
1740,大,3,12,2,positive,0.6
1740,家,4,11,1,positive,0.9
1740,的,5,11,1,positive,1.2
1740,支,4,12,2,positive,1.5
1740,持,4,10,1,positive,1.8
1740,，,4,10,1,positive,2.1
1740,这,5,12,2,positive,2.4
1740,是,3,11,1,positive,2.7
1740,一,4,10,2,positive,3.0
1740,段,3,12,1,positive,3.3
1740,测,3,10,2,positive,3.6
1740,试,4,11,2,positive,3.9
1740, ,1,11,1,neutral,4.2
1741,你,4,10,1,positive,0.0
1741,好,3,12,2,positive,0.3
1741, ,1,11,1,neutral,0.6
1742,太,4,10,1,positive,0.0
1742,棒,3,10,2,positive,0.3
1742,了,4,12,2,positive,0.6
1742,，,4,11,2,positive,0.9
1742,机,5,11,2,positive,1.2
1742,器,3,12,1,positive,1.5
1742,人,5,10,2,positive,1.8
1742,正,5,11,2,positive,2.1
1742,在,5,12,1,positive,2.4
1742,运,5,11,2,positive,2.7
1742,行,5,11,2,positive,3.0
1742, ,1,11,1,neutral,3.3
1743,机,2,11,1,neutral,0.0
1743,器,1,10,1,neutral,0.3
1743,人,1,11,1,neutral,0.6
1743,正,2,11,1,neutral,0.9
1743,在,2,11,1,neutral,1.2
1743,运,3,10,1,neutral,1.5
1743,行,1,11,1,neutral,1.8
1743, ,1,11,1,neutral,2.1
1744,接,3,11,1,neutral,0.0
1744,下,2,11,1,neutral,0.3
1744,来,2,11,1,neutral,0.6
1744,我,2,11,1,neutral,0.9
1744,们,3,11,1,neutral,1.2
1744,看,2,11,1,neutral,1.5
1744, ,1,11,1,neutral,1.8
1745,快,5,4,4,surprise,0.0
1745,看,5,5,4,surprise,0.3
1745, ,1,11,1,neutral,0.6
1746,唉,1,18,3,negative,0.0
1746, ,1,11,1,neutral,0.3
1747,准,2,11,1,neutral,0.0
1747,备,2,11,1,neutral,0.3
1747,好,2,11,1,neutral,0.6
1747,了,3,11,1,neutral,0.9
1747,吗,3,11,1,neutral,1.2
1747, ,1,11,1,neutral,1.5
1748,唉,2,19,2,negative,0.0
1748, ,1,11,1,neutral,0.3
1749,请,1,16,3,negative,0.0
1749,不,2,20,2,negative,0.3
1749,要,1,21,2,negative,0.6
1749,这,1,18,2,negative,0.9
1749,样,1,16,2,negative,1.2
1749, ,1,11,1,neutral,1.5
1750,欢,3,12,1,positive,0.0
1750,迎,5,10,2,positive,0.3
1750,来,3,11,1,positive,0.6
1750,到,3,10,1,positive,0.9
1750,直,3,10,2,positive,1.2
1750,播,4,10,2,positive,1.5
1750,间,3,12,2,positive,1.8
1750, ,1,11,1,neutral,2.1
1751,唉,2,19,3,negative,0.0
1751,，,1,21,2,negative,0.3
1751,这,1,16,3,negative,0.6
1751,是,1,16,3,negative,0.9
1751,一,2,20,3,negative,1.2
1751,段,2,16,2,negative,1.5
1751,测,2,17,3,negative,1.8
1751,试,2,17,3,negative,2.1
1751, ,1,11,1,neutral,2.4
1752,机,1,11,1,neutral,0.0
1752,器,2,11,1,neutral,0.3
1752,人,1,11,1,neutral,0.6
1752,正,1,11,1,neutral,0.9
1752,在,1,11,1,neutral,1.2
1752,运,2,11,1,neutral,1.5
1752,行,1,11,1,neutral,1.8
1752, ,1,11,1,neutral,2.1
1753,今,3,10,2,positive,0.0
1753,天,5,11,2,positive,0.3
1753,心,5,11,1,positive,0.6
1753,情,4,11,1,positive,0.9
1753,很,3,11,1,positive,1.2
1753,好,4,12,1,positive,1.5
1753,，,5,12,1,positive,1.8
1753,好,5,12,1,positive,2.1
1753,的,3,10,1,positive,2.4
1753, ,1,11,1,neutral,2.7
1754,天,5,1,4,surprise,0.0
1754,哪,4,2,4,surprise,0.3
1754,，,5,4,4,surprise,0.6
1754,这,5,1,4,surprise,0.9
1754,是,5,5,4,surprise,1.2
1754,一,4,5,4,surprise,1.5
1754,段,5,4,4,surprise,1.8
1754,测,4,3,4,surprise,2.1
1754,试,5,1,4,surprise,2.4
1754, ,1,11,1,neutral,2.7
1755,好,2,11,1,neutral,0.0
1755,的,2,11,1,neutral,0.3
1755, ,1,11,1,neutral,0.6
1756,天,4,3,4,surprise,0.0
1756,哪,5,3,4,surprise,0.3
1756, ,1,11,1,neutral,0.6
1757,机,3,10,1,neutral,0.0
1757,器,3,11,1,neutral,0.3
1757,人,2,11,1,neutral,0.6
1757,正,3,12,1,neutral,0.9
1757,在,1,11,1,neutral,1.2
1757,运,2,11,1,neutral,1.5
1757,行,2,11,1,neutral,1.8
1757, ,1,11,1,neutral,2.1
1758,这,3,11,1,neutral,0.0
1758,是,3,11,1,neutral,0.3
1758,一,3,12,1,neutral,0.6
1758,段,3,11,1,neutral,0.9
1758,测,1,11,1,neutral,1.2
1758,试,1,11,1,neutral,1.5
1758,，,3,11,1,neutral,1.8
1758,准,2,10,1,neutral,2.1
1758,备,3,11,1,neutral,2.4
1758,好,3,10,1,neutral,2.7
1758,了,3,11,1,neutral,3.0
1758,吗,2,11,1,neutral,3.3
1758, ,1,11,1,neutral,3.6
1759,今,4,10,1,positive,0.0
1759,天,4,12,2,positive,0.3
1759,心,4,11,1,positive,0.6
1759,情,3,11,2,positive,0.9
1759,很,5,12,1,positive,1.2
1759,好,3,10,2,positive,1.5
1759, ,1,11,1,neutral,1.8
1760,唉,2,21,3,negative,0.0
1760, ,1,11,1,neutral,0.3
1761,天,4,4,4,surprise,0.0
1761,哪,4,3,4,surprise,0.3
1761,，,4,3,4,surprise,0.6
1761,准,4,1,4,surprise,0.9
1761,备,4,4,4,surprise,1.2
1761,好,5,5,4,surprise,1.5
1761,了,5,3,4,surprise,1.8
1761,吗,5,1,4,surprise,2.1
1761, ,1,11,1,neutral,2.4
1762,准,2,11,1,neutral,0.0
1762,备,1,11,1,neutral,0.3
1762,好,3,11,1,neutral,0.6
1762,了,3,11,1,neutral,0.9
1762,吗,2,11,1,neutral,1.2
1762, ,1,11,1,neutral,1.5
1763,今,3,11,2,positive,0.0
1763,天,3,11,2,positive,0.3
1763,心,4,10,2,positive,0.6
1763,情,3,12,2,positive,0.9
1763,很,5,12,2,positive,1.2
1763,好,5,12,1,positive,1.5
1763, ,1,11,1,neutral,1.8
1764,天,4,2,4,surprise,0.0
1764,哪,5,1,4,surprise,0.3
1764, ,1,11,1,neutral,0.6
1765,快,4,5,4,surprise,0.0
1765,看,5,4,4,surprise,0.3
1765, ,1,11,1,neutral,0.6
1766,准,3,12,1,neutral,0.0
1766,备,2,11,1,neutral,0.3
1766,好,2,11,1,neutral,0.6
1766,了,1,11,1,neutral,0.9
1766,吗,1,11,1,neutral,1.2
1766,，,2,11,1,neutral,1.5
1766,接,1,11,1,neutral,1.8
1766,下,1,11,1,neutral,2.1
1766,来,1,11,1,neutral,2.4
1766,我,1,11,1,neutral,2.7
1766,们,2,11,1,neutral,3.0
1766,看,1,11,1,neutral,3.3
1766, ,1,11,1,neutral,3.6
1767,对,2,19,3,negative,0.0
1767,不,1,21,2,negative,0.3
1767,起,1,20,3,negative,0.6
1767,，,1,20,2,negative,0.9
1767,接,2,19,2,negative,1.2
1767,下,2,20,2,negative,1.5
1767,来,1,19,2,negative,1.8
1767,我,1,18,3,negative,2.1
1767,们,1,19,3,negative,2.4
1767,看,1,20,3,negative,2.7
1767, ,1,11,1,neutral,3.0
1768,哇,5,4,4,surprise,0.0
1768, ,1,11,1,neutral,0.3
1769,快,5,3,4,surprise,0.0
1769,看,5,3,4,surprise,0.3
1769, ,1,11,1,neutral,0.6
1770,接,3,11,1,neutral,0.0
1770,下,2,11,1,neutral,0.3
1770,来,1,11,1,neutral,0.6
1770,我,3,11,1,neutral,0.9
1770,们,3,11,1,neutral,1.2
1770,看,2,11,1,neutral,1.5
1770, ,1,11,1,neutral,1.8
1771,机,3,11,1,neutral,0.0
1771,器,1,11,1,neutral,0.3
1771,人,3,11,1,neutral,0.6
1771,正,2,11,1,neutral,0.9
1771,在,1,11,1,neutral,1.2
1771,运,3,11,1,neutral,1.5
1771,行,2,11,1,neutral,1.8
1771, ,1,11,1,neutral,2.1
1772,哇,4,3,4,surprise,0.0
1772, ,1,11,1,neutral,0.3
1773,快,4,5,4,surprise,0.0
1773,看,4,5,4,surprise,0.3
1773, ,1,11,1,neutral,0.6
1774,准,3,11,1,neutral,0.0
1774,备,1,11,1,neutral,0.3
1774,好,3,11,1,neutral,0.6
1774,了,3,11,1,neutral,0.9
1774,吗,2,11,1,neutral,1.2
1774, ,1,11,1,neutral,1.5
1775,好,1,11,1,neutral,0.0
1775,的,1,12,1,neutral,0.3
1775,，,3,11,1,neutral,0.6
1775,机,2,11,1,neutral,0.9
1775,器,3,11,1,neutral,1.2
1775,人,1,11,1,neutral,1.5
1775,正,3,12,1,neutral,1.8
1775,在,2,11,1,neutral,2.1
1775,运,3,11,1,neutral,2.4
1775,行,3,11,1,neutral,2.7
1775, ,1,11,1,neutral,3.0
1776,今,3,12,1,positive,0.0
1776,天,4,11,2,positive,0.3
1776,心,3,11,1,positive,0.6
1776,情,3,9,2,positive,0.9
1776,很,3,12,2,positive,1.2
1776,好,4,12,1,positive,1.5
1776, ,1,11,1,neutral,1.8
1777,对,2,19,2,negative,0.0
1777,不,1,21,3,negative,0.3
1777,起,2,18,2,negative,0.6
1777, ,1,11,1,neutral,0.9
1778,对,2,19,3,negative,0.0
1778,不,2,16,3,negative,0.3
1778,起,2,21,2,negative,0.6
1778, ,1,11,1,neutral,0.9
1779,请,1,17,2,negative,0.0
1779,不,2,16,3,negative,0.3
1779,要,1,17,2,negative,0.6
1779,这,2,18,2,negative,0.9
1779,样,1,19,2,negative,1.2
1779, ,1,11,1,neutral,1.5
1780,快,4,6,4,surprise,0.0
1780,看,5,4,4,surprise,0.3
1780, ,1,11,1,neutral,0.6
1781,真,4,3,4,surprise,0.0
1781,的,5,4,4,surprise,0.3
1781,吗,4,5,4,surprise,0.6
1781, ,1,11,1,neutral,0.9
1782,太,5,10,1,positive,0.0
1782,棒,4,12,2,positive,0.3
1782,了,5,12,2,positive,0.6
1782,，,5,9,2,positive,0.9
1782,准,4,12,1,positive,1.2
1782,备,3,12,1,positive,1.5
1782,好,4,12,1,positive,1.8
1782,了,5,11,2,positive,2.1
1782,吗,4,12,1,positive,2.4
1782, ,1,11,1,neutral,2.7
1783,唉,1,19,3,negative,0.0
1783, ,1,11,1,neutral,0.3
1784,请,2,18,3,negative,0.0
1784,不,2,16,3,negative,0.3
1784,要,2,18,2,negative,0.6
1784,这,2,19,3,negative,0.9
1784,样,2,18,3,negative,1.2
1784, ,1,11,1,neutral,1.5
1785,太,3,12,1,positive,0.0
1785,棒,5,10,1,positive,0.3
1785,了,5,11,2,positive,0.6
1785, ,1,11,1,neutral,0.9
1786,天,4,2,4,surprise,0.0
1786,哪,5,4,4,surprise,0.3
1786, ,1,11,1,neutral,0.6
1787,准,2,11,1,neutral,0.0
1787,备,1,11,1,neutral,0.3
1787,好,1,11,1,neutral,0.6
1787,了,2,12,1,neutral,0.9
1787,吗,2,11,1,neutral,1.2
1787,，,3,12,1,neutral,1.5
1787,准,1,11,1,neutral,1.8
1787,备,2,11,1,neutral,2.1
1787,好,3,11,1,neutral,2.4
1787,了,3,11,1,neutral,2.7
1787,吗,1,11,1,neutral,3.0
1787, ,1,11,1,neutral,3.3
1788,你,4,12,1,positive,0.0
1788,好,4,10,2,positive,0.3
1788,，,4,11,2,positive,0.6
1788,好,3,10,1,positive,0.9
1788,的,5,13,2,positive,1.2
1788, ,1,11,1,neutral,1.5
1789,好,2,11,1,neutral,0.0
1789,的,2,11,1,neutral,0.3
1789,，,2,11,1,neutral,0.6
1789,机,3,11,1,neutral,0.9
1789,器,1,11,1,neutral,1.2
1789,人,2,10,1,neutral,1.5
1789,正,2,11,1,neutral,1.8
1789,在,2,11,1,neutral,2.1
1789,运,2,10,1,neutral,2.4
1789,行,2,11,1,neutral,2.7
1789, ,1,11,1,neutral,3.0
1790,接,3,11,1,neutral,0.0
1790,下,2,11,1,neutral,0.3
1790,来,1,11,1,neutral,0.6
1790,我,2,12,1,neutral,0.9
1790,们,2,11,1,neutral,1.2
1790,看,1,11,1,neutral,1.5
1790, ,1,11,1,neutral,1.8
1791,太,5,11,2,positive,0.0
1791,棒,3,10,1,positive,0.3
1791,了,4,10,1,positive,0.6
1791, ,1,11,1,neutral,0.9
1792,哇,4,2,4,surprise,0.0
1792,，,4,5,4,surprise,0.3
1792,接,5,4,4,surprise,0.6
1792,下,4,5,4,surprise,0.9
1792,来,4,1,4,surprise,1.2
1792,我,4,3,4,surprise,1.5
1792,们,5,4,4,surprise,1.8
1792,看,5,1,4,surprise,2.1
1792, ,1,11,1,neutral,2.4
1793,你,4,12,2,positive,0.0
1793,好,4,10,2,positive,0.3
1793, ,1,11,1,neutral,0.6
1794,你,4,11,1,positive,0.0
1794,好,3,12,2,positive,0.3
1794, ,1,11,1,neutral,0.6
1795,对,2,17,2,negative,0.0
1795,不,2,19,2,negative,0.3
1795,起,2,19,2,negative,0.6
1795, ,1,11,1,neutral,0.9
1796,这,3,11,1,neutral,0.0
1796,是,2,11,1,neutral,0.3
1796,一,3,10,1,neutral,0.6
1796,段,2,11,1,neutral,0.9
1796,测,1,11,1,neutral,1.2
1796,试,3,11,1,neutral,1.5
1796, ,1,11,1,neutral,1.8
1797,情,1,20,2,negative,0.0
1797,况,1,20,3,negative,0.3
1797,不,2,20,3,negative,0.6
1797,太,2,16,3,negative,0.9
1797,好,2,19,3,negative,1.2
1797,，,1,19,3,negative,1.5
1797,好,1,16,2,negative,1.8
1797,的,1,17,3,negative,2.1
1797, ,1,11,1,neutral,2.4
1798,真,4,5,4,surprise,0.0
1798,的,4,3,4,surprise,0.3
1798,吗,5,5,4,surprise,0.6
1798, ,1,11,1,neutral,0.9
1799,情,2,20,2,negative,0.0
1799,况,1,21,2,negative,0.3
1799,不,2,20,3,negative,0.6
1799,太,1,19,2,negative,0.9
1799,好,1,20,3,negative,1.2
1799, ,1,11,1,neutral,1.5
1800,接,1,11,1,neutral,0.0
1800,下,3,11,1,neutral,0.3
1800,来,2,11,1,neutral,0.6
1800,我,3,11,1,neutral,0.9
1800,们,1,11,1,neutral,1.2
1800,看,2,11,1,neutral,1.5
1800, ,1,11,1,neutral,1.8
1801,这,1,11,1,neutral,0.0
1801,是,1,11,1,neutral,0.3
1801,一,1,11,1,neutral,0.6
1801,段,2,11,1,neutral,0.9
1801,测,1,11,1,neutral,1.2
1801,试,2,11,1,neutral,1.5
1801, ,1,11,1,neutral,1.8
1802,天,5,2,4,surprise,0.0
1802,哪,5,1,4,surprise,0.3
1802, ,1,11,1,neutral,0.6
1803,有,2,18,2,negative,0.0
1803,点,1,16,2,negative,0.3
1803,难,1,19,2,negative,0.6
1803,过,1,20,3,negative,0.9
1803,，,2,20,3,negative,1.2
1803,好,2,18,3,negative,1.5
1803,的,1,17,2,negative,1.8
1803, ,1,11,1,neutral,2.1
1804,欢,4,12,2,positive,0.0
1804,迎,4,11,2,positive,0.3
1804,来,5,11,1,positive,0.6
1804,到,4,11,1,positive,0.9
1804,直,4,11,1,positive,1.2
1804,播,3,10,1,positive,1.5
1804,间,5,12,1,positive,1.8
1804, ,1,11,1,neutral,2.1
1805,快,4,1,4,surprise,0.0
1805,看,5,2,4,surprise,0.3
1805,，,4,4,4,surprise,0.6
1805,准,5,1,4,surprise,0.9
1805,备,5,2,4,surprise,1.2
1805,好,5,5,4,surprise,1.5
1805,了,5,4,4,surprise,1.8
1805,吗,5,4,4,surprise,2.1
1805, ,1,11,1,neutral,2.4
1806,太,4,11,1,positive,0.0
1806,棒,5,12,1,positive,0.3
1806,了,5,11,1,positive,0.6
1806,，,5,11,1,positive,0.9
1806,机,3,10,2,positive,1.2
1806,器,5,9,2,positive,1.5
1806,人,3,11,1,positive,1.8
1806,正,4,11,2,positive,2.1
1806,在,5,11,2,positive,2.4
1806,运,5,12,1,positive,2.7
1806,行,5,10,1,positive,3.0
1806, ,1,11,1,neutral,3.3
1807,不,4,1,4,surprise,0.0
1807,可,4,5,4,surprise,0.3
1807,思,4,2,4,surprise,0.6
1807,议,5,5,4,surprise,0.9
1807,，,4,4,4,surprise,1.2
1807,这,4,1,4,surprise,1.5
1807,是,5,2,4,surprise,1.8
1807,一,4,1,4,surprise,2.1
1807,段,5,2,4,surprise,2.4
1807,测,4,4,4,surprise,2.7
1807,试,5,5,4,surprise,3.0
1807, ,1,11,1,neutral,3.3
1808,情,2,19,3,negative,0.0
1808,况,1,21,3,negative,0.3
1808,不,1,20,3,negative,0.6
1808,太,1,21,3,negative,0.9
1808,好,2,16,2,negative,1.2
1808,，,1,16,2,negative,1.5
1808,接,1,19,2,negative,1.8
1808,下,1,19,3,negative,2.1
1808,来,2,17,2,negative,2.4
1808,我,2,17,3,negative,2.7
1808,们,2,17,3,negative,3.0
1808,看,2,17,3,negative,3.3
1808, ,1,11,1,neutral,3.6
1809,请,2,16,2,negative,0.0
1809,不,1,17,3,negative,0.3
1809,要,2,20,3,negative,0.6
1809,这,1,17,3,negative,0.9
1809,样,1,17,3,negative,1.2
1809, ,1,11,1,neutral,1.5
1810,对,2,19,2,negative,0.0
1810,不,2,21,3,negative,0.3
1810,起,2,16,3,negative,0.6
1810, ,1,11,1,neutral,0.9
1811,情,1,18,2,negative,0.0
1811,况,2,19,2,negative,0.3
1811,不,2,19,3,negative,0.6
1811,太,1,20,3,negative,0.9
1811,好,1,17,3,negative,1.2
1811, ,1,11,1,neutral,1.5
1812,对,1,21,2,negative,0.0
1812,不,1,16,3,negative,0.3
1812,起,2,20,3,negative,0.6
1812,，,1,20,3,negative,0.9
1812,接,2,16,2,negative,1.2
1812,下,2,19,2,negative,1.5
1812,来,1,21,2,negative,1.8
1812,我,1,20,2,negative,2.1
1812,们,1,20,3,negative,2.4
1812,看,2,21,3,negative,2.7
1812, ,1,11,1,neutral,3.0
1813,不,4,2,4,surprise,0.0
1813,可,5,2,4,surprise,0.3
1813,思,5,5,4,surprise,0.6
1813,议,4,3,4,surprise,0.9
1813, ,1,11,1,neutral,1.2
1814,对,2,21,2,negative,0.0
1814,不,1,21,3,negative,0.3
1814,起,2,21,3,negative,0.6
1814, ,1,11,1,neutral,0.9
1815,太,3,10,1,positive,0.0
1815,棒,3,12,1,positive,0.3
1815,了,4,12,2,positive,0.6
1815, ,1,11,1,neutral,0.9
1816,今,5,11,2,positive,0.0
1816,天,5,12,2,positive,0.3
1816,心,5,10,1,positive,0.6
1816,情,4,10,1,positive,0.9
1816,很,3,12,2,positive,1.2
1816,好,3,12,2,positive,1.5
1816,，,4,11,2,positive,1.8
1816,这,4,11,1,positive,2.1
1816,是,4,12,1,positive,2.4
1816,一,3,10,1,positive,2.7
1816,段,5,11,2,positive,3.0
1816,测,4,10,1,positive,3.3
1816,试,4,11,2,positive,3.6
1816, ,1,11,1,neutral,3.9
1817,机,2,11,1,neutral,0.0
1817,器,2,11,1,neutral,0.3
1817,人,1,11,1,neutral,0.6
1817,正,1,11,1,neutral,0.9
1817,在,1,10,1,neutral,1.2
1817,运,1,11,1,neutral,1.5
1817,行,1,11,1,neutral,1.8
1817, ,1,11,1,neutral,2.1
1818,今,3,11,2,positive,0.0
1818,天,4,12,2,positive,0.3
1818,心,5,11,1,positive,0.6
1818,情,3,10,1,positive,0.9
1818,很,4,12,1,positive,1.2
1818,好,3,12,1,positive,1.5
1818,，,4,12,2,positive,1.8
